ID,Name,First,Last,City,State,Publisher,Subject,Link
1033,"Black Studies Newsletter",1985,,"University Park","Pennsylvania","Pennsylvania State University","Education (Higher) | Colleges and universities | African-American studies",
1034,"Black Studies Prism",1988,,"Columbus","Ohio","Ohio State University, Dept, of Black Studies","Ohio State University (Columbus, OH) | Music | Health | Culture | Colleges and universities—Students | Colleges and universities—Faculty and staff | Art",
1035,"Black Studies Report",1979,,"Omaha","Nebraska","University of Nebraska, Omaha","Colleges and universities | African-American studies",
1036,"Black Success",1992,,"Seattle","Washington","Bridgewater-Davis Publishing Group","Empowerment | Business",
1038,"Black Superstars",1986,,"New York","New York","Comics World Corp.","Entertainment industry | Entertainers",
1039,"Black Sweethearts",1991,,"Sun Valley","California","Red Lion Publications","Sex",
1040,"Black Tail",1989,,"New York","New York","Epstein, Jay","Sex",
1041,"Black Tax Bulletin",1972,1972,"New York","New York","Black Tax, Inc.","Economics | Business",
1042,"Black Teen",1986,,"New York","New York","Go-Stylish Publishing Company, Inc.","Teenagers | Music | Fashion",
1043,"Black Tennis",1977,,"Dallas","Texas","Freeman, Marcus A. Jr.","Tennis | Sports",
1044,"Black Theatre",1968,1972,"New York","New York","New Lafayette Theatre","Theaters—Directories | Theater | Poetry | Plays",
1045,"Black Theatre Alliance Newsletter",1976,,"New York","New York","Black Theatre Alliance","Theater | Music | Dance",
1046,"Black Theatre Arts",1968,,"Durham","North Carolina","Ghetto Players","Theater | Poetry | Performing arts",
1047,"Black Thought",1997,,"Champaign","Illinois","Jennings, John","Poetry | Essays | Culture",
1048,"Black Thoughts Journal",1973,1979,"Berkeley","California","University of California, Berkeley, Black Thoughts","Politics | Poetry | History | Civil rights | Africa",
1049,"Black Tie",1990,,"Houston","Texas","Harvey, Henry F. Ill","Health | Fitness | Entertainment | Arts",
1053,"Black Torch",1972,1974,"Philadelphia","Pennsylvania","Temple University, The Steering Committee for Black Students and Black Student League","Temple University (Philadelphia, PA) | Poetry | Colleges and universities—Students",
1054,"The Black Traveler",1995,,"North Hollywood","California","Bethel, Stanley","Travel | Convention facilities | Business",
1055,"Black Troop",1969,,"New York","New York","Black Theatre Workshop","Theater | Performing arts",
1058,"Black United Fund of New York News",1988,,"New York","New York","Black United Fund of New York","Philanthropy | Investments | Economic development",
1061,"Black Vanguard",1965,,"Detroit","Michigan","League of Black Workers","Trade Unions | Labor",
1062,"The Black Vet",1988,,"Brooklyn","New York","Black Veterans for Social Justice, Inc.","Women | Veterans | Social conditions | Military service",
1063,"Black Veteran Communicator",1982,1983,"Brooklyn","New York","Black Veterans for Social Justice, Inc.","Vietnam War | Vietnam veterans | Veterans | Military service",
1064,"Black Vibrations",1971,1975,"Santa Barbara","California","University of Cahfornia-Santa Barbara, Center for Black Studies","Education (Higher) | African-American studies",
1065,"Black Video Guide",1985,,"St. Louis","Missouri","Video Publications Ltd.","Video reviews | Film reviews | Actors and acting",
1066,"Black View",1970,,"Los Angeles","California","Afro-American Culture Association","Literature | Journalism",
1067,"Black Viewpoint",1972,,"Washington","District of Columbia","Mercermedia, Inc.","Politics",
1070,"Black Visual Arts Notebook",1992,,"New York","New York","Alvarez-Bouse, George M.","Visual arts | Art",
1071,"The Black Voice",1970,1975,"Newark","New Jersey","United Black Workers","United Black Workers | Trade Unions | Labor",
1073,"Black Voice",1971,,"Madison","Wisconsin","American Center","Colleges and universities—Students | African-American studies",
1076,"Black Voice/Carta Boricua",1970,,"Piscataway","New Jersey","Paul Robeson Cultural Center","Rutgers University (Camden, NJ) | Hispanics | Colleges and universities—Students",
1077,"Black Voices",1971,,"Oklahoma City","Oklahoma","Black Voices, Inc. (Oklahoma City, OK)","Teenagers | Religion | Fashion | Employment | Children",
1079,"The Black Woman",1981,1993,"Washington","District of Columbia","Black Women in Sisterhood for Action (BISA)","Women",
1080,"Black Woman’s Voice",1974,,"Washington","District of Columbia","National Council of Negro Women","Women | Family | Equal Rights Amendment",
1081,"Black Women: A Portfolio of Sensuous Photography.",1989,,"Los Angeles","California","Players International Publications","Sex",
1082,"Black Women's Book Discussion Group Newsletter.",1994,,"Randolph","Massachusetts","Black Women’s Book Discussion Group","Book discussion groups | Authors",
1083,"Black Women's Educational Policy and Research Network Newsletter",1981,,"Wellesley","Massachusetts","Black Women’s Educational Policy and Research Network","Women | Education",
1084,"The Black Women’s Log",1974,,"Springfield","Massachusetts","Sisterhood Alliance Media","Women | Travel | Poetry | Film reviews | Education | Child care",
1085,"Black Women’s United Front Newsletter",1976,,"Newark","New Jersey","Black Women’s United Front","Women | Prison reform | Education | Economics",
1087,"The Black Worker",1929,1968,"New York","New York","Brotherhood of Sleeping Car Porters","Trade Unions | Labor",
1088,"The Black Works Newsletter",1973,,"Brooklyn","New York","Long Island University, Black Studies Program","Education (Higher) | African-American studies",
1089,"Black World",1942,1976,"Chicago","Illinois","Johnson Publishing Co.","Sociology | Short stories | Poetry | Pan-Africanism | History | Education | Culture",
1090,"The Black Writer Magazine",1982,,"Chicago","Illinois","Browning, Alice C.","Short stories | Poetry | Essays | Authors",
1091,"Black Writers’ News: Magazine of the Arts",1971,,"Chicago","Illinois","Browning Publications","Short stories | Poetry | Fiction | Essays",
1092,"Black Writing",1984,,"Philadelphia","Pennsylvania","Moonstone","Short stories | Poetry | Essays",
1094,"Blackboard",1983,,"New York","New York","Associated Black Charities","Fund raising | Charitable giving",
1095,"Blackboard",1963,,"Richmond","Virginia","Virginia Teachers Association, Third District","Virginia Teachers Association | Teachers | Education",
1096,"Blackbook: The African-American International Reference Guide",1968,,"Chicago","Illinois","Walker, Donald C.","Societies—Directories | Business—Directories",
1097,"Blackfire",1992,,"Los Angeles","California","BLK Publishing Co.","Homosexuality | Gay men | Gay liberation movement",
1098,"Blackfolk: A Journal of Afro-American Expressive Culture",1972,,"Los Angeles","California","Williams, Lance A.","Short stories | Poetry | Plays | Graphic arts | Essays",
1099,"Blackheart: A Journal of Writing and Graphics by Black Gay Men",1984,,"New York","New York","Blackheart Collective Press","Poetry | Literature | Homosexuality | Graphic arts | Gay men",
1100,"Blackin’",1991,1992,"Rock Island","Illinois","V.J.M. Unlimited, Inc.","Collectors and collecting",
1101,"Black-Jewish Dialog Forum Mini-newsletter",1997,,"Gainesville","Florida","Black-Jewish Dialog Group","Jews | Black-Jewish Dialog Group",
1102,"Blacklight",1979,,"Washington","District of Columbia","Blacldight Press, Inc.","Music | Homosexuality | Gay men | Art",
1103,"BLACKlines",1996,,"Chicago","Illinois","Lambda Publications","Lesbians | Homosexuality | Gay men | Bisexuals",
1104,"Blackman",1981,1981,"Merrillville","Indiana","Leader Comics","Comic books, strips, etc.",
1106,"Blackness Newsletter",1968,,"Milwaukee","Wisconsin","Alliance of Black Students","University of Wisconsin-Milwaukee | Colleges and universities—Students",
1107,"Black/Out",1986,,"Washington","District of Columbia","National Coalition of Black Lesbians and Gays","Lesbians | Homosexuality | Gay men",
1108,"Black-out",1969,,"Columbia","Missouri","Legion of Black Collegians","Colleges and universities—Students",
1109,"Black-Polish Conference Newsletter",1971,,"Detroit","Michigan","Staff of the Black-Polish Conference","Race relations | Black-Polish Conference",
1110,"Blackriders Magazine",1994,,"Hyattsville","Maryland","Lacy, N.H.","Motorcycles",
1112,"Blacks and Jews News",1992,,"Boston","Massachusetts","EMF Enterprises","Jews | Islam | Black Muslims | Anti-Semitism",
1114,"Blackstage",1981,1982,"Chicago","Illinois","Black Theatre Alliance","Theater",
1115,"Blackstage Magazine",1971,,"Washington","District of Columbia","Bits N’ Pieces, Inc.","Theater | Poetry | Music",
1116,"Blackview: A Guide to Black New Orleans",1984,,"New Orleans","Louisiana","Burbank Productions","Poetry | Food | Entertainment",
1117,"Blackwatch",1990,,"Santa Barbara","California","University of Cahfornia-Santa Barbara, Black Student Union","Student organizations—Directories | Colleges and universities",
1118,"Blackworld",1974,1990,"Stony Brook","New York","State University of New York at Stony Brook","State University of New York at Stony Brook | Colleges and universities—Students | Civil rights",
1119,"Black-World-View",1976,,"Atlanta","Georgia","Institute of the Black World","Politics | Education | Civil rights | Black power | Africa",
1120,"Blac*Tress: Starring Today’s Black Woman",1991,,"New York","New York","Harris, Stanley R.","Hairdressing | Entertainers | Beauty",
1121,"Blade, the Vampire-Hunter",1994,1995,"New York","New York","Marvel Comics","Comic books, strips, etc.",
1122,"Blak Orb",1997,,"Houston","Texas","Cybe Yoruba Publications","Rap music | Music | Hip hop culture",
1123,"The Blakpak",1992,,"Arlington","Virginia","Robinson, J.L.","Entertainment",
1124,"The Blank Canvas",1989,,"San Francisco","California","Western Addition Cultural Center","Museums | Culture | Art",
1126,"BLC News",1995,,"Brooklyn","New York","Black Literature Club","Writing | Literature | Books and reading | Black Literature Club | Authors",
1127,"BLEWS News",1991,,"Baltimore","Maryland","Black/Jewish Forum of Baltimore","Jews | Black-Jewish Forum of Baltimore",
1128,"BLK",1988,1994,"Los Angeles","California","BLK Publishing Co.","Lesbians | Homosexuality | Health | Gay men | Gay liberation movement | AIDS",
1129,"The Block Bulletin",1947,,"Nashville","Tennessee","Solid Block","Solid Block",
1130,"Blood Syndicate",1993,,"Baldwin","New York","DC Comics","Comic books, strips, etc.",
1131,"Blue and Gold",1992,,"Bluefield","Virginia","Bluefield State College (Bluefield, WV)","Colleges and universities—Alumni | Bluefield State College (Bluefield, WV)",
1132,"The Blue and White Flash",1941,,"Jackson","Mississippi","Jackson College (Jackson, MS)","Jackson State University (Jackson, MS) | Colleges and universities—Students",
1133,"Blue Creek Banner",1936,1937,"Hosford","Florida","Civilian Conservation Corps","Civilian Conservation Corps",
1134,"Blue Flame",1968,1972,"Wilmette","Illinois","Blue Flame Productions","Music | Blues (Music)",
1136,"The Blue Helmet",1923,,"Boston","Massachusetts","Blue Helmet Publishing Company","Veterans | Soldiers | Military service",
1137,"The Bluefieldian",1928,,"Bluefield","Virginia","Bluefield State College (Bluefield, WV)","Colleges and universities—Students | Bluefield State College (Bluefield, WV)",
1140,"Blues Blues",1990,,"Milwaukee","Wisconsin","Blues Society of Milwaukee","Music | Blues (Music)",
1141,"Blues Connection",1993,,"Syracuse","New York","Blues Connection of Central New York","Music reviews | Music | Blues (Music)",
1143,"Bluesletter",1984,,"Long Beach","California","Southern California Blues Society","Music | Blues (Music)",
1147,"Bluford Notes & Quotes",1980,,"Greensboro","North Carolina","Bluford Library","Library collections | Libraries | Colleges and universities | Bluford Library, North Carolina A & T University (Greensboro, NC)",
1148,"B-Men",1993,,"Los Angeles","California","BLK Publishing Co.","Sex | Personal advertisements",
1149,"The BOA News",1982,,"New York","New York","Newsletter of the Black Officers Association","Police officers | Black Officers Association",
1150,"Bobby West’s Newsbriefs",1997,1997,"Huntsville","Texas","West, Robert","Death row inmates | Capital punishment",
1151,"The Body Garage",1980,,"Silver Spring","Maryland","Green, Bill","Physical fitness | Health | Beauty",
1156,"The Bomb Hip-Hop Magazine",1991,,"San Francisco","California","Paul, David","Music reviews | Music | Hip hop culture | Entertainment",
1157,"B.O.N.D.: Brotherhood Organization of a New Destiny.",1994,,"Grants Pass","Oregon","Peterson, Jesse","Conservatism | Brotherhood Organization of a New Destiny",
1158,"Book News",1991,,"Chicago","Illinois","Institute of Positive Education","Books and reading | Authors",
1159,"Book Notes",1993,,"Baltimore","Maryland","Black Classic Press","Publishers and publishing",
1160,"The Book Tower",1932,,"Nashville","Tennessee","Fisk University, Library","Library collections | Libraries | Fisk University (Nashville, TN) | Colleges and universities",
1161,"The Booker T. Informer",1927,,"Dallas","Texas","Booker T. Washington High School, Journalism Students","High schools—Students | High school newsletter | Booker T. Washington High School (Dallas, TX)",
1163,"The BookMark",1938,1958,"Tuskegee","Alabama","Tuskegee Institute, Hollis Burke Frisseh Library","Poetry | Library collections | Libraries | Colleges and universities | Books and reading",
1164,"Books and Bytes",1989,,"Baton Rouge","Louisiana","Southern University (Baton Rouge, LA)","Southern University and A & M College (Baton Rouge, LA) | Libraries | Colleges and universities",
1166,"Bootstrap",1981,,"Newark","New Jersey","Interracial Council for Business Opportunity","Money | Finance | Economics | Business",
1167,"The Border Tab",1937,1942,"Jamul","California","Civilian Conservation Corps","Civilian Conservation Corps",
1175,"Le Bottin Haitien",1977,1987,"Queens","New York","Bottin Haitien","Haitians",
1177,"Boule Journal",1913,,"New York","New York","Sigma Pi Phi Fraternity","Sigma Pi Phi Fraternity | Fraternities and sororities",
1178,"Boyz II Men Newz",1995,,"San Francisco","California","Boyz II Men Fan Club","Rap music | Music | Hip hop culture | BoyzII Men",
1179,"The BPA Quarterly",1971,,"New Haven","Connecticut","Black Psychiatrists of America","Psychiatry | Health Care | Black Psychiatrists of America",
1180,"Braids & Beauty",1994,,"Paramus","New Jersey","Word Up! Video Productions","Women | Hairdressing | Beauty",
1181,"Brainstorm",1990,,"Wilberforce","Ohio","Wilberforce State College (Wilberforce, OH)","Wilberforce University (Wilberforce, OH) | Short stories | Poetry | Photography | Essays | Art",
1182,"The Branch Bulletin",1916,1923,"New York","New York","National Association for the Advancement of Colored People","National Association for the Advancement of Colored People | Civil rights",
1183,"branchbooster",1973,,"Washington","District of Columbia","Association for the Study of Afro-American Life and History","History",
1184,"BRE: Black Radio Exclusive",1976,,"Hollywood","California","Miller, Sidney","Radio stations | Musicians | Music",
1185,"BRE Black Music Directory",1993,,"Hollywood","California","Miller, Sidney","Radio stations—Directories | Musicians—Directories | Music—Directories",
1186,"Breadwinner",1974,,"Chicago","Illinois","Sherman, Lowell","Employment",
1187,"Breakthrough",1970,,"New York","New York","R-T-P, Inc., Recruitment and Training Program","Job training | Employment",
1188,"Breakthrough Magazine",1969,,"San Francisco","California","Tyler, Waldo W.","Employment | Economics",
1189,"Breeze Hill Leader",1936,1936,"Wawayanda","New York","Civilian Conservation Corps","Civilian Conservation Corps",
1190,"Breeze Hill Top",1936,1937,"Wawayanda","New York","Civilian Conservation Corps","Civilian Conservation Corps",
1191,"Brides Today: For Brides of Color",1992,1993,"Northbrook","Illinois","Sawyer, Andrew","Weddings | Fashion | Brides",
1193,"Bridges Newsletter",1989,1990,"Washington","District of Columbia","President’s Committee on Employment of People with Disabilities","Employment | Disabled people",
1194,"Briefs",1966,1977,"Wilberforce","Ohio","Wilberforce State College (Wilberforce, OH)","Wilberforce University (Wilberforce, OH) | Colleges and universities—Alumni",
1196,"Broad Ax",1974,1974,"Salt Lake City","Utah","University of Utah’s Black Studies Institute and Department of Communications","Teaching | Education",
1198,"The Broadcaster",1928,1960,"Nashville","Tennessee","Tennessee Educaton Congress","Teaching | Education",
1199,"Broadside Annual: Introducing New Black Poets",1972,,"Detroit","Michigan","Broadside Press","Poetry",
1201,"Broken Chains",1992,1994,"Williamsburg","Virginia","Colonial Williamsburg Foundation","History | Historic sites | Colonial Williamsburg",
1203,"Bronze Calendar",1971,1973,"Wilmington","Connecticut","Bronze Enterprises","Community newsletter",
1204,"Bronze Citizen: A National Magazine of Modern Thought",1943,,"Peoria","Illinois","Hazelwood, C.A.","Entertainment",
1209,"Bronze Thrills",1952,1981,"Dover","New Jersey","Sepia Publishing Company","Confession stories",
1211,"The Bronzeman",1941,,"Harrisburg","Pennsylvania","Division of Negro Research and Planning, Department of Labor and Industry, Commonwealth of Pennsylvania","Labor | Industry | Employment",
1212,"The Bronzeman Magazine",1930,1933,"Chicago","Illinois","Fireside Publications, Inc.","Fashion | Family | Education",
1213,"Bronzeville",1943,,"Chicago","Illinois","Press Photo Service, Inc.","Community newsletter",
1216,"Brooklyn Drum",1979,,"Brooklyn","New York","Gibbs, Ruth Duckett","Community newsletter",
1218,"Brooklyn Trend",1987,,"Brooklyn","New York","Broglin, Julie","Poetry | Art",
1220,"Brotherhood Eye",1963,,"Ann Arbor","Michigan","Direct Action Committee, Ann Arbor","Civil rights",
1221,"Brotherhood Eyes",1928,,"Dallas","Texas","Pittman, William Sidney","Baptist Church",
1222,"Brotherman",1990,,"Irving","Texas","Big City Comics, Inc.","Comic books, strips, etc.",
1224,"The Brown American",1936,1945,"Philadelphia","Pennsylvania","National Association of Negroes in American Industry","World War II | Socio-economic conditions | Race relations | Industry",
1225,"Brown American",1958,,"Philadelphia","Pennsylvania","Institute of Industrial Race Relations","Industry | Free enterprise | Communism | Business",
1226,"The Brown Bomber Journal",1936,,"New York","New York","Brown Bomber Exhibitions Corp.","Sports | Society | Arts",
1227,"The Brown Book",1915,,"Nashville","Tennessee","National Negro Magazine Publishing Company","Photography | Music | Food | Fashion",
1228,"The Brown Papers",1984,,"Washington","District of Columbia","National Institute for Women of Color","Women",
1229,"Brown Texan",1964,,"Fort Worth","Texas","Jackson, Adelle","Society | Entertainment",
1230,"Brown Voices",1943,,"Daytona Beach","Florida","Negro Business League","Negro Business League | Business",
1231,"The Brownies’ Book: A Monthly Magazine for Children of the Sun",1920,1921,"New York","New York","Du Bois and Dell","History | Children’s stories | Children’s poetry | Children’s plays | Children’s music",
1232,"Brownite: Alumni Magazine",1963,,"Atlanta","Georgia","Morris Brown College (Atlanta, GA)","Morris Brown College (Atlanta, GA) | Colleges and universities—Alumni",
1233,"Brownstone",1982,,"New York","New York","New York University","New York University (New York, NY) | Colleges and universities—Students",
1235,"BSA Newsletter",1995,,"Cambridge","Massachusetts","Harvard University, Black Student Association","Colleges and universities—Students | Black Student Association",
1236,"BSLDG Newsletter",1981,,"New York","New York","Black Studies Librarianship Discussion Group","Library science | Bibliography | African-American studies",
1237,"BT News",1990,1994,"Detroit","Michigan","Black Theatre Network","Theater",
1238,"Buckeye Briefs",1942,,"Erie","Pennsylvania","Buckeye Baseball Club","Sports | Negro leagues | Baseball",
1240,"The Bucking Chute Gazette",1988,,"Fort Worth","Texas","BNS Enterprises","West | Cowgirls | Cowboys",
1241,"Buddy Guy's Legends Blues Letter",1992,,"Chicago","Illinois","Checkerboard Productions","Music | Blues (Music)",
1242,"Buffalo",1980,1982,"Fayetteville","North Carolina","APA Communications","Soldiers | Navy | Military service | Army",
1243,"The Buffalo 92nd Infantry Division",1942,,"Fort Huachuca","Arizona","nd Infantry Division","Military service | nd Infantry Division | Army",
1245,"Buffalo Bellow",1936,1941,"Cedar Run","Pennsylvania","Civilian Conservation Corps","Civilian Conservation Corps",
1247,"The Buffalo Bulletin",1920,,"Fort Huachuca","Arizona","th U.S. Cavalry","Soldiers | Military service | Buffalo Soldiers",
1249,"Buffalo Soldiers",1993,,"Lynchburg","Virginia","Webb Graphics","History | Comic books, strips, etc. | Buffalo Soldiers",
1251,"The Buffalo Times",1935,1937,"Schnecksville","Pennsylvania","Civilian Conservation Corps","Civilian Conservation Corps",
1252,"The Bugle",1941,1943,"Camp Wolters","Texas","th Infantry Training Battalions","Soldiers | Military service | Army | th Infantry Training Battalion | th Infantry Training Battalion",
1253,"The Bugle Call",1934,1937,"Lone Star","Kansas","Civilian Conservation Corps","Civilian Conservation Corps",
1254,"Build Black Courier",1969,,"Washington","District of Columbia","Upper Cardozo Community","Housing | Community newsletter",
1255,"Build the African National Prison Organization",1979,1980,"Louisville","Kentucky","African National Prison Organization","Prisoners | Prison newsletter | African National Prison Organization",
1256,"Builder",1974,,"New York","New York","National Urban League, Labor Affairs Manpower Development Division","Labor Education Advancement Program (LEAP) | Job training | Employment",
1257,"The Bullet",1921,,"Fort Huachuca","Arizona","th Infantry","World War II | Soldiers | Military service | Military bases | th Infantry",
1258,"The Bulletin",1921,,"Montgomery","Alabama","American Teachers Association","Teachers | Schools | Education",
1259,"Bulletin: Program for Celebration of Julius Rosenwald Day in Alabama",1932,,"Montgomery","Alabama","State of Alabama, Department of Education","Teachers | Rosenwald, Julius | Education",
1260,"Bulletin",1898,1943,"Tuskegee","Alabama","Tuskegee Normal and Industrial Institute","Botany | Animal husbandry | Agriculture",
1261,"Bulletin",1967,,"Oakland","California","Black Panther Party, Ministry of Information","Radical politics | Politics | Black Panther Party",
1262,"The Bulletin: Coalition of Black Trade Unions",1974,,"Washington","District of Columbia","Coalition of Black Trade Unions","Trade Unions | Politics | Labor | Civil rights | Africa",
1265,"Bulletin",1919,,"Chicago","Illinois","Chicago Urban League","Urban League | Chicago Urban League",
1267,"Bulletin: Lincoln University of Missouri",1958,,"Jefferson City","Missouri","Lincoln University (Jefferson City, MO)","Lincoln University (Jefferson City, MO) | Colleges and universities—Students | Colleges and universities—Alumni",
1268,"Bulletin",1962,,"New York","New York","National Association for the Advancement of Colored People, New York Branch","National Association for the Advancement of Colored People, New York Branch | Civil rights",
1270,"Bulletin",1904,,"Stillwater","Oklahoma","Oklahoma Agricutural and Mechanical College","Oklahoma Agricultural and Mechanical College (Stillwater, OK) | Colleges and universities—Students",
1271,"The Bulletin",1975,,"Philadelphia","Pennsylvania","United Supreme Council Ancient and Accepted Scottish Rite of Freemasonry, Prince Hall Affiliation","Scottish Rite freemasonry | Freemasons | Fraternal organizations",
1273,"The Bulletin",1922,,"Austin","Texas","Samuel Huston College (Austin, TX)","Samuel Huston College (Austin, TX) | Colleges and universities—Students",
1274,"Bulletin - Brooklyn Urban League",1918,,"Brooklyn","New York","Brooklyn Urban League","Urban League | Brooklyn Urban League",
1275,"Bulletin Exterieur",1977,,"East White Plains","New York","Mouvement Haitien de Liberation (MHL)","Liberation movements | Haiti",
1276,"Bulletin Florida Agricultural and Mechanical University",1947,1970,"Tallahassee","Florida","Florida University (Tallahassee, FL)","Research | Criticism | Creative writing | Colleges and universities—Faculty and staff",
1277,"The Bulletin, Florida State Teachers Association",1932,,"Jacksonville","Florida","Florida State Teachers Association","Teachers | Florida State Teachers Association | Education",
1278,"The Bulletin Music Quarterly",1945,,"Savannah","Georgia","Association of Music Teachers in Negro Schools","Teachers | Music education | Music",
1279,"Bulletin - New York Urban League",1919,,"New York","New York","New York Urban League","Urban League | New York Urban League",
1280,"Bulletin of Bennett College",1925,,"Greensboro","North Carolina","NC)","Women | Colleges and universities—Students | Bennett College for Women (Greensboro, NC)",
1281,"Bulletin of Black Theatre",1971,,"Washington","District of Columbia","American Educational Theatre Association","Theater | Plays—Bibliography",
1282,"Bulletin of Gammon Theological Seminary",1891,,"Atlanta","Georgia","Gammon Theological Seminary","Theology | Religion | GA)",
1284,"The Bulletin of Missionary News",1922,,"Nashville","Tennessee","Women’s Department, Board of Missions, Methodist Episcopal Church, South","Religion | Missions | Methodist Episcopal Church, South",
1285,"Bulletin of National League on Urban Conditions Among Negroes",1911,,"Nashville","Tennessee","National League on Urban Conditions Among Negroes","Urban life | National League on Urban Conditions Among Negroes",
1286,"Bulletin of Selma University",1915,,"Selma","Alabama","Selma University (Selma, AL)","Education (Higher)",
1287,"Bulletin of the National Dental Association",1941,1959,"Tuskegee","Alabama","National Dental Association","National Dental Association | Dentistry",
1288,"The Bulletin of the National League on Urban Conditions Among Negroes",1902,,"New York","New York","National League on Urban Conditions Among Negroes","Urban life | Housing | Employment | Child care",
1289,"Bulletin of the National Urban League",1912,,"New York","New York","National Urban League","Urban League | National Urban League",
1290,"Bulletin of the West Virginia Teachers’ Association.",1930,,"Huntington","Virginia","West Virginia Teachers’ Association","Teaching | Education",
1291,"Bulletin of West Virginia State College",1913,,"Institute","Virginia","West Virginia State College Press","West Virginia State College (Institute, WV) | Colleges and universities—Students",
1293,"Bulletin, Southern University and Agricultural and Mechanical College",1915,,"Baton Rouge","Louisiana","Southern University and A & M College","Southern University and A & M College (Baton Rouge, LA) | Essays | Colleges and universities—Students",
1294,"Bulletin - the Department of History",1971,,"Washington","District of Columbia","Howard University, Department of History","Howard University | History | Colleges and universities",
1299,"The Burning Spear",1970,1986,"Gainesville","Florida","African People’s Socialist Party","Socialism | International relations | African People’s Socialist Party | Africa",
1301,"Busecon Bulletin",1969,,"New Orleans","Louisiana","Dillard University, Busecon Society","Dillard University (New Orleans, LA) | Colleges and universities—Students | Business students",
1302,"Business Briefs",1978,,"Durham","North Carolina","North Carolina Central University, School of Business","School of Business, North Carolina Central University (Durham, NC) | Colleges and universities | Business",
1303,"Business Club News",1933,,"Washington","District of Columbia","Howard University, Department of Business Administration","Howard University, Department of Business Administration | Colleges and universities—Students | Business",
1305,"Business Review",1929,,"Washington","District of Columbia","Washington Commercial Organization of Colored Businessman","Consumer information | Business—Directories",
1307,"The Butler Alumni Messenger",1971,1981,"Indianapolis","Indiana","Butler University (Indianapolis, IN)","Colleges and universities—Alumni | Butler University (Indianapolis, IN)",
1308,"The Butler Bear",1945,,"Tyler","Texas","Butler College (Tyler, TX)","Colleges and universities—Students | Butler College (Tyler, TX)",
1310,"Butler’s Blue Book: National Subscription Magazine.",1906,,"Galesburg","Illinois","D.E. Butler","Politics | Poetry | History",
1312,"‘Buy Black’: Business Directory",1969,1970,"Cincinnati","Ohio","Urban League Guild","Business—Directories",
1313,"B.W.L. Newsletter",1972,,"Los Angeles","California","Black Women Lawyers Association of Los Angeles","Women | Lawyers | Black Women Lawyers Association of Los Angeles",
1314,"By Any Means Necessary: (BAMN)",1985,,"Birmingham","Alabama","New Afrikan People’s Organization","Civil rights",
1315,"By Any Means Necessary",1971,,"Stanford","California","Ruchell Magee Defense Committee","Prisons | Prisoners | Poetry | Maggee, Ruchell",
1316,"‘By Any Means Necessary’",1985,,"Jackson","Mississippi","New Afrikan People’s Organization","Islam | Black Muslims",
1317,"By Word of Mouth",1996,,"New York","New York","Kitt, Sandra","Women authors",
1318,"By Words",1978,,"Washington","District of Columbia","Institute for the Preservation and Study of African American Writing","Short stories | Poetry | Essays",
1319,"The Bystander",1926,1927,"Brooklyn","New York","Christ Church Cathedral (Brooklyn, NY)","Religion | Christ Church Cathedral (Brooklyn, NY)",
1320,"Bywords",1981,,"Washington","District of Columbia","Institute for the Preservation and Study of African American Writing","Writing | Creative writing | Bibliography",
1321,"Caa$h Magazine",1993,,"Philadelphia","Pennsylvania","Caash Press","Homeowners associations | Consumer information",
1322,"CAALA News",1995,,"Cleveland","Ohio","Cleveland Area African American Library Association","Librarians | Cleveland Area African American Library Association",
1324,"CAAS Newsletter",1985,,"Athens","Ohio","Ohio University, Center for Afro-American Studies","Ohio University Center for Afro-American Studies | Colleges and universities | Art | African-American studies",
1325,"CAAS Report",1977,,"Los Angeles","California","University of California-Los Angeles, Center for African-American Studies","Social conditions | History | Education | African-American studies",
1326,"CABL Journal Magazine",1996,,"San Diego","California","California Association of Black Lawyers","National Bar Association | Lawyers | Law and legislation | California Association of Black Lawyers",
1327,"CABL Newsletter",1995,,"Los Angeles","California","California Association of Black Lawyers","National Bar Association | Lawyers | Law and legislation | California Association of Black Lawyers",
1328,"Cablelines",1973,,"Washington","District of Columbia","Tate, Charles","Television programs | Television",
1329,"The C.A.C. World",1986,,"Chicago","Illinois","Central Advisory Council, Chicago Housing Authority","Public housing | Housing | Education",
1330,"Cadets’ Pride",1977,,"Prairie View","Texas","Prairie View A&M University, ROTC","ROTC | Prairie View A & M University (Prairie View, TX) | Colleges and universities",
1331,"Cage",1992,,"New York","New York","Marvel Comics","Comic books, strips, etc.",
1333,"Calendar of Events",1985,,"Miami","Florida","Florida Memorial College (Miami, FL)","Florida Memorial College (Miami, FL) | Colleges and universities—Students",
1334,"Calendar of Events",1997,,"St. Louis","Missouri","Afrocentric Books & Cafe","Literature | Entertainment | Book dealers",
1335,"Calendar of Events",1992,,"Charleston","South Carolina","Avery Research Center for African American History and Culture","Avery Research Center for African American History and Culture (Charleston, SC)",
1336,"Calendar of Exhibitions and Events",1995,,"Chicago","Illinois","Dusable Museum of African American History","Museums | History | Dusable Museum of African American History",
1337,"The Calhoun Courier",1928,,"Calhoun","Alabama","Calhoun Colored School, Students","Short stories | School newsletter | Poetry | Essays | Calhoun Colored School (Calhoun, AL)",
1338,"The California Advocate",1967,,"Fresno","California","Kimber, Mark","Hispanics",
1339,"California Association of Black Lawyers",1979,,"San Diego","California","California Association of Black Lawyers","Lawyers | Law and legislation | California Association of Black Lawyers",
